학교ID,학교명,학교급구분,설립일자,설립형태,운영상태,소재지지번주소,소재지도로명주소,시도교육청명,교육지원청명,위도,경도
B000009177,영복여자중학교,중학교,1970-03-01,사립,운영,경기도 수원시 팔달구 화서동 7-10,경기도 수원시 팔달구 장안로7번길 49,경기도교육청,경기도수원교육지원청,37.28559857,127.0028572
B000009178,영신중학교,중학교,1956-01-16,사립,운영,경기도 수원시 권선구 오목천동 537-1,경기도 수원시 권선구 삼천병마로1566번길 30,경기도교육청,경기도수원교육지원청,37.24190913,126.9669823
B000009179,삼일중학교,중학교,1902-05-07,사립,운영,경기도 수원시 팔달구 매향동 10-22,경기도 수원시 팔달구 수원천로 342,경기도교육청,경기도수원교육지원청,37.28439868,127.0185096
B000009180,매향중학교,중학교,1902-06-03,사립,운영,경기도 수원시 팔달구 매향동 110-2,경기도 수원시 팔달구 수원천로392번길 44-22,경기도교육청,경기도수원교육지원청,37.28575833,127.019207
B000009181,수원중학교,중학교,1946-08-01,사립,운영,경기도 수원시 팔달구 매교동 191,경기도 수원시 팔달구 정조로 666-10,경기도교육청,경기도수원교육지원청,37.26713365,127.0174147
B000009182,중앙기독중학교,중학교,2007-03-02,사립,운영,경기도 수원시 영통구 원천동 134-3,경기도 수원시 영통구 월드컵로 70,경기도교육청,경기도수원교육지원청,37.27533477,127.0576904
B000009183,성남문원중학교,중학교,1983-03-04,공립,운영,경기도 성남시 수정구 단대동 10,경기도 성남시 수정구 논골로 79,경기도교육청,경기도성남교육지원청,37.46091703,127.1574144
B000009184,성남서중학교,중학교,1971-01-30,공립,운영,경기도 성남시 수정구 단대동 189,경기도 성남시 수정구 희망로 496,경기도교육청,경기도성남교육지원청,37.44911542,127.1541109
B000009185,창성중학교,중학교,2017-03-01,공립,운영,경기도 성남시 수정구 산성동 3,경기도 성남시 수정구 수정로 400,경기도교육청,경기도성남교육지원청,37.46072562,127.1540897
B000009186,영성중학교,중학교,1986-03-01,공립,운영,경기도 성남시 중원구 하대원동 150,경기도 성남시 중원구 둔촌대로248번길 7,경기도교육청,경기도성남교육지원청,37.42721098,127.147292
B000009187,상원여자중학교,중학교,1981-03-24,공립,운영,경기도 성남시 수정구 단대동 57,경기도 성남시 수정구 논골로35번길 6-1,경기도교육청,경기도성남교육지원청,37.45701189,127.1580691
B000009190,성남여자중학교,중학교,1972-03-29,공립,운영,경기도 성남시 수정구 신흥동 47-1,경기도 성남시 수정구 공원로 446,경기도교육청,경기도성남교육지원청,37.45023391,127.1427174
B000009192,수진중학교,중학교,2008-03-01,공립,운영,경기도 성남시 수정구 수진동 4674,경기도 성남시 수정구 모란로 55,경기도교육청,경기도성남교육지원청,37.43711701,127.1236376
B000009193,태평중학교,중학교,1998-03-01,공립,운영,경기도 성남시 수정구 태평동 5140,경기도 성남시 수정구 제일로 223,경기도교육청,경기도성남교육지원청,37.44667267,127.1288292
B000009194,도촌중학교,중학교,2008-03-01,공립,운영,경기도 성남시 중원구 도촌동 637,경기도 성남시 중원구 도촌북로 50,경기도교육청,경기도성남교육지원청,37.41676815,127.1542449
B000009195,금광중학교,중학교,1994-03-01,공립,운영,경기도 성남시 중원구 금광동 2414,경기도 성남시 중원구 황송로 25,경기도교육청,경기도성남교육지원청,37.44660311,127.1716429
B000009196,성남동중학교,중학교,1981-03-24,공립,운영,경기도 성남시 중원구 금광동 3214,경기도 성남시 중원구 광명로361번길 23,경기도교육청,경기도성남교육지원청,37.44873911,127.1641774
B000009197,성남중학교,중학교,1995-03-01,공립,운영,경기도 성남시 중원구 성남동 2872,경기도 성남시 중원구 원터로 64,경기도교육청,경기도성남교육지원청,37.43246198,127.1443208
B000009198,은행중학교,중학교,1992-03-01,공립,운영,경기도 성남시 중원구 은행동 550-6,경기도 성남시 중원구 순환로379번길 20,경기도교육청,경기도성남교육지원청,37.45703332,127.1725674
B000009199,백현중학교,중학교,1995-03-01,공립,운영,경기도 성남시 분당구 정자동 77,경기도 성남시 분당구 황새울로 124,경기도교육청,경기도성남교육지원청,37.37132024,127.1106623
B000009200,샛별중학교,중학교,2008-03-01,공립,운영,경기도 성남시 분당구 수내동 164-3,경기도 성남시 분당구 불정로 288,경기도교육청,경기도성남교육지원청,37.36813084,127.1299286
B000009201,삼평중학교,중학교,2009-03-01,공립,운영,경기도 성남시 분당구 삼평동 727,경기도 성남시 분당구 대왕판교로644번길 77,경기도교육청,경기도성남교육지원청,37.40060747,127.1157402
B000009202,낙원중학교,중학교,2010-03-03,공립,운영,경기도 성남시 분당구 판교동 518,경기도 성남시 분당구 서판교로132번길 11,경기도교육청,경기도성남교육지원청,37.39919048,127.0961776
B000009203,판교중학교,중학교,2009-03-02,공립,운영,경기도 성남시 분당구 판교동 633,경기도 성남시 분당구 판교원로 193,경기도교육청,경기도성남교육지원청,37.38722313,127.0875578
B000009204,보평중학교,중학교,2009-09-01,공립,운영,경기도 성남시 분당구 백현동 543,경기도 성남시 분당구 동판교로 131,경기도교육청,경기도성남교육지원청,37.39395033,127.1157671
B000009205,신백현중학교,중학교,2010-03-01,공립,운영,경기도 성남시 분당구 백현동 566,경기도 성남시 분당구 판교역로50번길 19,경기도교육청,경기도성남교육지원청,37.38628783,127.1102903
B000009206,운중중학교,중학교,2009-03-01,공립,운영,경기도 성남시 분당구 운중동 950,경기도 성남시 분당구 운중로 96,경기도교육청,경기도성남교육지원청,37.39124417,127.0736017
B000009208,구미중학교,중학교,2003-10-02,공립,운영,경기도 성남시 분당구 구미동 299-1,경기도 성남시 분당구 구미로173번길 29,경기도교육청,경기도성남교육지원청,37.34634609,127.1236076
B000009209,매송중학교,중학교,1994-03-01,공립,운영,경기도 성남시 분당구 이매동 145,경기도 성남시 분당구 탄천로 49,경기도교육청,경기도성남교육지원청,37.39673763,127.1233688
B000009210,불곡중학교,중학교,1995-03-01,공립,운영,경기도 성남시 분당구 구미동 92,경기도 성남시 분당구 금곡로 139,경기도교육청,경기도성남교육지원청,37.34745932,127.119915
B000009211,양영중학교,중학교,1954-04-06,공립,운영,경기도 성남시 분당구 서현동 293,경기도 성남시 분당구 돌마로486번길 23,경기도교육청,경기도성남교육지원청,37.37652556,127.1359747
B000009212,서현중학교,중학교,1991-10-02,공립,운영,경기도 성남시 분당구 서현동 96-1,경기도 성남시 분당구 중앙공원로 54-1,경기도교육청,경기도성남교육지원청,37.3807546,127.1335296
B000009213,수내중학교,중학교,1992-09-05,공립,운영,경기도 성남시 분당구 수내동 78,경기도 성남시 분당구 수내로192번길 12,경기도교육청,경기도성남교육지원청,37.37098934,127.1261902
B000009214,야탑중학교,중학교,1993-03-01,공립,운영,경기도 성남시 분당구 야탑동 336,경기도 성남시 분당구 양현로 442,경기도교육청,경기도성남교육지원청,37.41612945,127.1312341
B000009215,이매중학교,중학교,1992-09-01,공립,운영,경기도 성남시 분당구 이매동 102,경기도 성남시 분당구 양현로 194,경기도교육청,경기도성남교육지원청,37.40192933,127.1260549
B000009216,장안중학교,중학교,1994-03-03,공립,운영,경기도 성남시 분당구 분당동 114,경기도 성남시 분당구 장안로 70,경기도교육청,경기도성남교육지원청,37.37142116,127.1466861
B000009217,정자중학교,중학교,1994-05-01,공립,운영,경기도 성남시 분당구 정자동 123,경기도 성남시 분당구 황새울로 60,경기도교육청,경기도성남교육지원청,37.3653198,127.1101466
B000009218,분당중학교,중학교,1995-03-01,공립,운영,경기도 성남시 분당구 정자동 153,경기도 성남시 분당구 황새울로 4,경기도교육청,경기도성남교육지원청,37.36090634,127.1110695
B000009219,늘푸른중학교,중학교,2005-03-04,공립,운영,경기도 성남시 분당구 정자동 178-6,경기도 성남시 분당구 정자일로 77,경기도교육청,경기도성남교육지원청,37.35739426,127.1051176
B000009220,하탑중학교,중학교,1994-03-01,공립,운영,경기도 성남시 분당구 야탑동 520,경기도 성남시 분당구 벌말로 11,경기도교육청,경기도성남교육지원청,37.40946211,127.137175
B000009221,내정중학교,중학교,1993-03-01,공립,운영,경기도 성남시 분당구 수내동 64,경기도 성남시 분당구 백현로 197,경기도교육청,경기도성남교육지원청,37.37073068,127.1194777
B000009222,풍생중학교,중학교,1966-12-19,사립,운영,경기도 성남시 수정구 수진동 4511-1,경기도 성남시 수정구 산성대로 111,경기도교육청,경기도성남교육지원청,37.43504295,127.1314146
B000009223,성일중학교,중학교,1974-06-07,사립,운영,경기도 성남시 중원구 성남동 2876,경기도 성남시 중원구 시민로77번길 10-1,경기도교육청,경기도성남교육지원청,37.43487853,127.1448205
B000009224,동광중학교,중학교,1976-06-30,사립,운영,경기도 성남시 중원구 성남동 2876-1,경기도 성남시 중원구 원터로 84,경기도교육청,경기도성남교육지원청,37.43463362,127.1434964
B000009225,숭신여자중학교,중학교,1972-03-04,사립,운영,경기도 성남시 중원구 금광동 2686,경기도 성남시 중원구 황송로77번길 34,경기도교육청,경기도성남교육지원청,37.45026861,127.1700177
B000009226,이우중학교,중학교,2003-09-01,사립,운영,경기도 성남시 분당구 동원동 157-1,경기도 성남시 분당구 동막로 287,경기도교육청,경기도성남교육지원청,37.35324326,127.090941
B000009227,송림중학교,중학교,1978-03-02,사립,운영,경기도 성남시 분당구 이매동 378,경기도 성남시 분당구 이매로 100,경기도교육청,경기도성남교육지원청,37.39191272,127.1318098
B000009229,부천동중학교,중학교,1984-03-01,공립,운영,경기도 부천시 소사구 괴안동 171-15,경기도 부천시 소사구 경인로484번길 36,경기도교육청,경기도부천교육지원청,37.48077502,126.8102137
B000009231,부천여자중학교,중학교,1980-03-01,공립,운영,경기도 부천시 소사구 송내동 414,경기도 부천시 소사구 성주로23번길 22,경기도교육청,경기도부천교육지원청,37.48137871,126.7604813
B000009232,부천동여자중학교,중학교,1984-03-01,공립,운영,경기도 부천시 소사구 괴안동 171-15,경기도 부천시 소사구 경인로484번길 36,경기도교육청,경기도부천교육지원청,37.48077502,126.8102137
B000009233,부명중학교,중학교,1993-03-01,공립,운영,경기도 부천시 원미구 중동 1176,경기도 부천시 원미구 조마루로 182,경기도교육청,경기도부천교육지원청,37.49795306,126.7641504
B000009234,중원중학교,중학교,2002-09-01,공립,운영,경기도 부천시 원미구 중동 1024-2,경기도 부천시 원미구 도약로 119,경기도교육청,경기도부천교육지원청,37.511937,126.7628471
B000009235,상도중학교,중학교,1994-05-04,공립,운영,경기도 부천시 원미구 상동 418-1,경기도 부천시 원미구 장말로 159,경기도교육청,경기도부천교육지원청,37.49435941,126.7603474
B000009236,석천중학교,중학교,2002-03-01,공립,운영,경기도 부천시 원미구 상동 526-7,경기도 부천시 원미구 계남로 71,경기도교육청,경기도부천교육지원청,37.50991836,126.7569499
B000009237,상동중학교,중학교,2002-03-01,공립,운영,경기도 부천시 원미구 상동 572-3,경기도 부천시 원미구 부흥로 19,경기도교육청,경기도부천교육지원청,37.49815628,126.7449141
B000009238,상일중학교,중학교,2002-03-01,공립,운영,경기도 부천시 원미구 상동 550-4,경기도 부천시 원미구 조마루로 69,경기도교육청,경기도부천교육지원청,37.50165479,126.7513843
B000009239,부인중학교,중학교,1993-03-01,공립,운영,경기도 부천시 원미구 상동 398,경기도 부천시 원미구 상일로 62,경기도교육청,경기도부천교육지원청,37.49055345,126.7486718
B000009240,역곡중학교,중학교,1986-03-05,공립,운영,경기도 부천시 원미구 역곡동 101,경기도 부천시 원미구 역곡로58번길 27,경기도교육청,경기도부천교육지원청,37.49143964,126.8109076
B000009241,원미중학교,중학교,2008-03-01,공립,운영,경기도 부천시 원미구 원미동 13,경기도 부천시 원미구 원미로182번길 15,경기도교육청,경기도부천교육지원청,37.49927327,126.7944904
B000009242,부천중학교,중학교,1950-06-01,공립,운영,경기도 부천시 원미구 중동 777,경기도 부천시 원미구 심중로75번길 64,경기도교육청,경기도부천교육지원청,37.49042809,126.7688648
B000009243,중흥중학교,중학교,1992-03-01,공립,운영,경기도 부천시 원미구 중동 1053-1,경기도 부천시 원미구 신흥로 245,경기도교육청,경기도부천교육지원청,37.50654272,126.7742134
B000009244,부천부흥중학교,중학교,1995-03-01,공립,운영,경기도 부천시 원미구 중동 1074,경기도 부천시 원미구 계남로 268,경기도교육청,경기도부천교육지원청,37.50525954,126.7781255
B000009245,심원중학교,중학교,1994-03-01,공립,운영,경기도 부천시 원미구 중동 1097-1,경기도 부천시 원미구 계남로 352,경기도교육청,경기도부천교육지원청,37.49986182,126.7827908
B000009246,계남중학교,중학교,1993-03-01,공립,운영,경기도 부천시 원미구 중동 1184-5,경기도 부천시 원미구 조마루로 274,경기도교육청,경기도부천교육지원청,37.49738932,126.7735021
B000009247,부천부곡중학교,중학교,1991-03-06,공립,운영,경기도 부천시 원미구 중동 1213,경기도 부천시 원미구 부흥로 284,경기도교육청,경기도부천교육지원청,37.49463546,126.7745235
B000009248,부천여월중학교,중학교,1996-03-01,공립,운영,경기도 부천시 오정구 여월동 68,경기도 부천시 오정구 성곡로57번길 25,경기도교육청,경기도부천교육지원청,37.51725867,126.7972231
B000009249,수주중학교,중학교,2008-03-03,공립,운영,경기도 부천시 오정구 고강동 277-2,경기도 부천시 오정구 역곡로 524,경기도교육청,경기도부천교육지원청,37.5313946,126.8169546
B000009250,내동중학교,중학교,1986-05-06,공립,운영,경기도 부천시 오정구 내동 27,경기도 부천시 오정구 삼작로108번길 53,경기도교육청,경기도부천교육지원청,37.51773405,126.7746305
B000009251,까치울중학교,중학교,2008-03-01,공립,운영,경기도 부천시 오정구 여월동 303,경기도 부천시 오정구 소사로 647,경기도교육청,경기도부천교육지원청,37.51533749,126.8013393
B000009252,덕산중학교,중학교,1990-03-01,공립,운영,경기도 부천시 오정구 오정동 117-2,경기도 부천시 오정구 성오로 203,경기도교육청,경기도부천교육지원청,37.52891232,126.7936079
B000009253,성곡중학교,중학교,1993-03-01,공립,운영,경기도 부천시 오정구 작동 48,경기도 부천시 오정구 삼작로496번길 10-25,경기도교육청,경기도부천교육지원청,37.51747466,126.8153418
B000009254,성주중학교,중학교,1985-03-01,공립,운영,경기도 부천시 소사구 송내동 418,경기도 부천시 소사구 성주로 24,경기도교육청,경기도부천교육지원청,37.48028041,126.7599147
B000009255,소사중학교,중학교,1995-03-01,공립,운영,경기도 부천시 소사구 소사본동 401,경기도 부천시 소사구 소사로102번길 80,경기도교육청,경기도부천교육지원청,37.47002481,126.8020814
B000009256,부천일신중학교,중학교,2003-06-28,공립,운영,경기도 부천시 소사구 범박동 153-7,경기도 부천시 소사구 범안로96번길 44,경기도교육청,경기도부천교육지원청,37.47329733,126.8059082
B000009257,부일중학교,중학교,1990-03-01,공립,운영,경기도 부천시 소사구 소사본동 406,경기도 부천시 소사구 소사로 86,경기도교육청,경기도부천교육지원청,37.46623463,126.7997359
B000009258,부천남중학교,중학교,1981-03-01,공립,운영,경기도 부천시 소사구 송내동 628,경기도 부천시 소사구 성주로 148,경기도교육청,경기도부천교육지원청,37.47906932,126.7720163
B000009259,소명여자중학교,중학교,1961-03-31,사립,운영,경기도 부천시 원미구 소사동 2-7,경기도 부천시 원미구 부일로571번길 84,경기도교육청,경기도부천교육지원청,37.48782298,126.791310
B000009260,신안중학교,중학교,1980-03-01,공립,운영,경기도 안양시 만안구 안양동 728,경기도 안양시 만안구 능곡로 78,경기도교육청,경기도안양과천교육지원청,37.38811426,126.9148167
B000009261,대안중학교,중학교,1984-01-16,공립,운영,경기도 안양시 동안구 호계동 1228,경기도 안양시 동안구 흥안대로249번길 25,경기도교육청,경기도안양과천교육지원청,37.37798341,126.9658777
B000009263,대안여자중학교,중학교,1986-05-06,공립,운영,경기도 안양시 동안구 호계동 1231,경기도 안양시 동안구 흥안대로223번길 46,경기도교육청,경기도안양과천교육지원청,37.3771591,126.9651002
B000009265,안양중학교,중학교,1948-03-15,공립,운영,경기도 안양시 만안구 석수동 752,경기도 안양시 만안구 와룡로 53,경기도교육청,경기도안양과천교육지원청,37.40925264,126.8966844
B000009266,안양서중학교,중학교,1989-03-01,공립,운영,경기도 안양시 만안구 안양동 1055-3,경기도 안양시 만안구 창박로 26,경기도교육청,경기도안양과천교육지원청,37.38592792,126.9043162
B000009267,관양중학교,중학교,1977-03-01,공립,운영,경기도 안양시 동안구 관양동 1407-2,경기도 안양시 동안구 관악대로339번길 35,경기도교육청,경기도안양과천교육지원청,37.40568279,126.9605487
B000009268,평촌중학교,중학교,1992-09-01,공립,운영,경기도 안양시 동안구 평촌동 899-5,경기도 안양시 동안구 관평로 127,경기도교육청,경기도안양과천교육지원청,37.38878173,126.9614853
B000009269,귀인중학교,중학교,1993-03-01,공립,운영,경기도 안양시 동안구 평촌동 914,경기도 안양시 동안구 귀인로190번길 114,경기도교육청,경기도안양과천교육지원청,37.38403061,126.9633897
B000009270,신기중학교,중학교,1991-03-01,공립,운영,경기도 안양시 동안구 호계동 1075-1,경기도 안양시 동안구 경수대로610번길 57,경기도교육청,경기도안양과천교육지원청,37.37908069,126.9588302
B000009271,호성중학교,중학교,2003-03-01,공립,운영,경기도 안양시 동안구 호계동 781-3,경기도 안양시 동안구 호성로 55,경기도교육청,경기도안양과천교육지원청,37.36691837,126.9637649
B000009272,범계중학교,중학교,1992-03-01,공립,운영,경기도 안양시 동안구 호계동 1054-5,경기도 안양시 동안구 동안로 56,경기도교육청,경기도안양과천교육지원청,37.38471774,126.9553571
B000009273,인덕원중학교,중학교,1982-03-01,공립,운영,경기도 안양시 동안구 관양동 1482,경기도 안양시 동안구 벌말로 174,경기도교육청,경기도안양과천교육지원청,37.40224961,126.9714242
B000009274,부림중학교,중학교,1992-09-01,공립,운영,경기도 안양시 동안구 관양동 1586-1,경기도 안양시 동안구 달안로 95,경기도교육청,경기도안양과천교육지원청,37.39806651,126.9532768
B000009275,부안중학교,중학교,1994-03-01,공립,운영,경기도 안양시 동안구 관양동 1588-5,경기도 안양시 동안구 달안로 170,경기도교육청,경기도안양과천교육지원청,37.39909518,126.9606259
B000009276,안양부흥중학교,중학교,1992-03-05,공립,운영,경기도 안양시 동안구 비산동 1102-1,경기도 안양시 동안구 달안로 25,경기도교육청,경기도안양과천교육지원청,37.39408695,126.9454579
B000009277,임곡중학교,중학교,2006-03-03,공립,운영,경기도 안양시 동안구 비산동 511-129,경기도 안양시 동안구 임곡로 105,경기도교육청,경기도안양과천교육지원청,37.40854787,126.9315627
B000009278,비산중학교,중학교,2006-03-01,공립,운영,경기도 안양시 동안구 비산동 121-1,경기도 안양시 동안구 평촌대로427번길 42,경기도교육청,경기도안양과천교육지원청,37.40942621,126.948075
B000009279,호계중학교,중학교,1988-03-01,공립,운영,경기도 안양시 동안구 호계동 315-5,경기도 안양시 동안구 경수대로665번길 74-23,경기도교육청,경기도안양과천교육지원청,37.37834907,126.9517363
B000009280,신성중학교,중학교,1970-03-02,사립,운영,경기도 안양시 만안구 안양동 587-68,경기도 안양시 만안구 소곡로 93,경기도교육청,경기도안양과천교육지원청,37.38415457,126.918832
B000009281,안양여자중학교,중학교,1952-03-22,사립,운영,경기도 안양시 만안구 안양동 840-2,경기도 안양시 만안구 안양로 357,경기도교육청,경기도안양과천교육지원청,37.40356518,126.9163223
B000009282,성문중학교,중학교,1971-03-05,사립,운영,경기도 안양시 만안구 안양동 501-28,경기도 안양시 만안구 성결대학로64번길 9,경기도교육청,경기도안양과천교육지원청,37.37984308,126.9246852
B000009283,근명중학교,중학교,1967-10-05,사립,운영,경기도 안양시 만안구 안양동 708-197,경기도 안양시 만안구 삼덕로 49,경기도교육청,경기도안양과천교육지원청,37.39354124,126.9200136
B000009284,과천문원중학교,중학교,1989-03-01,공립,운영,경기도 과천시 별양동 40,경기도 과천시 코오롱로 57,경기도교육청,경기도안양과천교육지원청,37.42339944,126.9952942
B000009285,과천중학교,중학교,1982-10-12,공립,운영,경기도 과천시 중앙동 12,경기도 과천시 희망4길 33,경기도교육청,경기도안양과천교육지원청,37.43314941,126.9893133
B000009286,초지중학교,중학교,2004-03-01,공립,운영,경기도 안산시 단원구 초지동 723-2,경기도 안산시 단원구 광덕3로 48,경기도교육청,경기도안산교육지원청,37.3120993,126.8179787
B000009287,별망중학교,중학교,2001-03-01,공립,운영,경기도 안산시 단원구 초지동 739-2,경기도 안산시 단원구 초지1로 35,경기도교육청,경기도안산교육지원청,37.30449617,126.8125395
B000009288,신길중학교,중학교,2009-03-01,공립,운영,경기도 안산시 단원구 신길동 1549,경기도 안산시 단원구 신길로 81,경기도교육청,경기도안산교육지원청,37.33713186,126.787655
B000009289,원일중학교,중학교,1989-03-01,공립,운영,경기도 안산시 단원구 선부동 1062,경기도 안산시 단원구 석수로 32,경기도교육청,경기도안산교육지원청,37.33944264,126.8086767
B000009290,석수중학교,중학교,2006-03-01,공립,운영,경기도 안산시 단원구 선부동 646-1,경기도 안산시 단원구 선부로 133,경기도교육청,경기도안산교육지원청,37.34292546,126.8092437
B000009291,선일중학교,중학교,2003-03-01,공립,운영,경기도 안산시 단원구 선부동 799-5,경기도 안산시 단원구 선부광장서로 59,경기도교육청,경기도안산교육지원청,37.33549008,126.8037698
B000009292,단원중학교,중학교,2006-03-01,공립,운영,경기도 안산시 단원구 고잔동 431-4,경기도 안산시 단원구 단원로 27,경기도교육청,경기도안산교육지원청,37.32794999,126.822711
B000009293,중앙중학교,중학교,1987-03-01,공립,운영,경기도 안산시 단원구 고잔동 673-2,경기도 안산시 단원구 안산천서로 65,경기도교육청,경기도안산교육지원청,37.32246042,126.8402219
B000009294,선부중학교,중학교,1994-03-01,공립,운영,경기도 안산시 단원구 선부동 1138,경기도 안산시 단원구 달미로 95,경기도교육청,경기도안산교육지원청,37.34481476,126.8151367
B000009295,와동중학교,중학교,2001-03-01,공립,운영,경기도 안산시 단원구 와동 143,경기도 안산시 단원구 사세충열로 54,경기도교육청,경기도안산교육지원청,37.3386135,126.8309045
B000009296,관산중학교,중학교,1985-03-01,공립,운영,경기도 안산시 단원구 원곡동 965,경기도 안산시 단원구 삼일로 184,경기도교육청,경기도안산교육지원청,37.335274,126.7988246
B000009297,송호중학교,중학교,2001-03-01,공립,운영,경기도 안산시 단원구 고잔동 765-1,경기도 안산시 단원구 광덕3로 240,경기도교육청,경기도안산교육지원청,37.31126021,126.8395516
B000009298,양지중학교,중학교,2001-03-01,공립,운영,경기도 안산시 단원구 고잔동 781-2,경기도 안산시 단원구 안산천남로 119,경기도교육청,경기도안산교육지원청,37.30478573,126.8337383
B000009299,원곡중학교,중학교,1982-03-05,공립,운영,경기도 안산시 단원구 원곡동 936-1,경기도 안산시 단원구 원선로 81,경기도교육청,경기도안산교육지원청,37.33133132,126.8017354
B000009300,시곡중학교,중학교,1994-03-01,공립,운영,경기도 안산시 상록구 사동 1342-1,경기도 안산시 상록구 감골로 123,경기도교육청,경기도안산교육지원청,37.29276441,126.856039
B000009301,석호중학교,중학교,2008-03-01,공립,운영,경기도 안산시 상록구 사동 541-1,경기도 안산시 상록구 석호공원로4길 8,경기도교육청,경기도안산교육지원청,37.29968123,126.8522454
B000009302,이호중학교,중학교,2011-03-01,공립,운영,경기도 안산시 상록구 본오동 1214,경기도 안산시 상록구 충장로 50,경기도교육청,경기도안산교육지원청,37.28587748,126.8570207
B000009303,상록중학교,중학교,1993-03-01,공립,운영,경기도 안산시 상록구 본오동 1122,경기도 안산시 상록구 각골로4길 29,경기도교육청,경기도안산교육지원청,37.30011319,126.8695749
B000009304,반월중학교,중학교,1954-07-07,공립,운영,경기도 안산시 상록구 팔곡일동 253-1,경기도 안산시 상록구 남산평길 25,경기도교육청,경기도안산교육지원청,37.30459717,126.8992679
B000009305,본오중학교,중학교,1992-03-01,공립,운영,경기도 안산시 상록구 본오동 861,경기도 안산시 상록구 본오로 90,경기도교육청,경기도안산교육지원청,37.29327463,126.866780
B000009306,안산부곡중학교,중학교,1995-03-04,공립,운영,경기도 안산시 상록구 부곡동 693,경기도 안산시 상록구 부곡로 15,경기도교육청,경기도안산교육지원청,37.32381712,126.8587264
B000009307,경수중학교,중학교,1999-03-01,공립,운영,경기도 안산시 상록구 성포동 594,경기도 안산시 상록구 삼일로 678,경기도교육청,경기도안산교육지원청,37.32693645,126.8513333
B000009308,성포중학교,중학교,1990-03-01,공립,운영,경기도 안산시 상록구 월피동 459,경기도 안산시 상록구 월피로 73,경기도교육청,경기도안산교육지원청,37.33552772,126.8512845
B000009309,광덕중학교,중학교,2008-03-01,공립,운영,경기도 안산시 상록구 월피동 274,경기도 안산시 상록구 광덕산3로 15,경기도교육청,경기도안산교육지원청,37.33746804,126.8460351
B000009310,안산성호중학교,중학교,2006-03-01,공립,운영,경기도 안산시 상록구 일동 82-2,경기도 안산시 상록구 구룡서길 21-11,경기도교육청,경기도안산교육지원청,37.31415903,126.8681669
B000009311,성안중학교,중학교,1999-10-20,공립,운영,경기도 안산시 상록구 사동 1538,경기도 안산시 상록구 석호로 81,경기도교육청,경기도안산교육지원청,37.30403122,126.8481679
B000009312,안산해양중학교,중학교,2006-03-01,공립,운영,경기도 안산시 상록구 사동 1512-3,경기도 안산시 상록구 해양로 11,경기도교육청,경기도안산교육지원청,37.29530464,126.8211678
B000009313,안산중학교,중학교,1967-03-01,사립,운영,경기도 안산시 상록구 장상동 10,경기도 안산시 상록구 수인로 1981,경기도교육청,경기도안산교육지원청,37.36094704,126.8741442
B000009314,대부중학교,중학교,1958-05-03,공립,운영,경기도 안산시 단원구 대부북동 697-6,경기도 안산시 단원구 대부중앙로 3,경기도교육청,경기도안산교육지원청,37.24776227,126.5790618
B000009315,신봉중학교,중학교,2012-03-01,공립,운영,경기도 용인시 수지구 신봉동 981,경기도 용인시 수지구 신봉3로 43,경기도교육청,경기도용인교육지원청,37.32765873,127.0643074
B000009316,구성중학교,중학교,2001-03-01,공립,운영,경기도 용인시 기흥구 마북동 543,경기도 용인시 기흥구 연원로42번길 48,경기도교육청,경기도용인교육지원청,37.29999927,127.114422
B000009317,상하중학교,중학교,2011-03-01,공립,운영,경기도 용인시 기흥구 상하동 672,경기도 용인시 기흥구 중부대로746번길 16-29,경기도교육청,경기도용인교육지원청,37.26159673,127.1356759
B000009318,성지중학교,중학교,2005-03-01,공립,운영,경기도 용인시 기흥구 구갈동 576,경기도 용인시 기흥구 강남서로 26,경기도교육청,경기도용인교육지원청,37.27403886,127.1281168
B000009320,신갈중학교,중학교,1971-04-06,공립,운영,경기도 용인시 기흥구 신갈동 113,경기도 용인시 기흥구 용구대로2152번길 23,경기도교육청,경기도용인교육지원청,37.28067138,127.1086862
B000009321,나곡중학교,중학교,2002-09-01,공립,운영,경기도 용인시 기흥구 보라동 559,경기도 용인시 기흥구 사은로126번길 83,경기도교육청,경기도용인교육지원청,37.25143052,127.1245131
B000009322,보라중학교,중학교,2007-03-01,공립,운영,경기도 용인시 기흥구 보라동 614,경기도 용인시 기흥구 한보라1로 63,경기도교육청,경기도용인교육지원청,37.24950722,127.1082152
B000009323,상갈중학교,중학교,2002-03-01,공립,운영,경기도 용인시 기흥구 상갈동 460,경기도 용인시 기흥구 금화로82번길 7,경기도교육청,경기도용인교육지원청,37.2664741,127.1092177
B000009324,서천중학교,중학교,2011-03-01,공립,운영,경기도 용인시 기흥구 서천동 796,경기도 용인시 기흥구 서천동로 7,경기도교육청,경기도용인교육지원청,37.24001911,127.0758949
B000009325,구갈중학교,중학교,2002-03-01,공립,운영,경기도 용인시 기흥구 신갈동 163,경기도 용인시 기흥구 산양로 12,경기도교육청,경기도용인교육지원청,37.28484009,127.1087237
B000009326,용인신릉중학교,중학교,2005-03-01,공립,운영,경기도 용인시 기흥구 신갈동 689,경기도 용인시 기흥구 새천년로 57,경기도교육청,경기도용인교육지원청,37.29025948,127.1160249
B000009327,흥덕중학교,중학교,2009-03-01,공립,운영,경기도 용인시 기흥구 영덕동 959,경기도 용인시 기흥구 흥덕중앙로105번길 10,경기도교육청,경기도용인교육지원청,37.27678653,127.0797285
